news_headline,news_article,news_category
"Sunquakes may originate over 1,000 km beneath Sun's surface: NASA","NASA scientists suggested seismic activity on the Sun during solar flares, sunquakes, might be originating from 1,126.5 kilometres beneath its surface. Earlier, scientists believed magnetic forces or heating of Sun's outer atmosphere caused sunquakes. Scientists' new conclusion came after observing a sunquake with unusually sharp ripples produced from a moderately strong solar flare in 2011.",science
Pujara is almost scared to play a shot: Border on batsman's slowest-ever Test fifty,"Reacting to India batsman Cheteshwar Pujara scoring his slowest-ever Test fifty off 174 balls against Australia, ex-Australia captain Allan Border said, ""He is almost scared to play a shot...He's playing to survive rather than looking to score."" Border added, ""It's like he's stagnated at the crease and it has had a bit of a ripple effect through the Indian batting.""",sports
Australia weren't aggressive enough: Ponting on Day 3 of 4th Test,"Ex-Australia captain Ricky Ponting has said he's ""disappointed"" with the way Australia went about the third day of the Brisbane Test. ""I don't think they were aggressive enough, didn't bowl enough short balls. They let the Indian batsmen be way too comfortable at the crease. They almost bowled the way those batsmen would have wanted them to bowl,"" he stated. ",sports
Have to bat in manner I know: Pujara after hitting his slowest Test fifty,"India batsman Cheteshwar Pujara on Saturday scored his slowest ever fifty in Test cricket. Talking about his dismissal off Pat Cummins' delivery, Pujara said it was one of the best balls bowled in the ongoing series. ""The way I got out today...I couldn't have done anything better...I just have to bat in the manner I know to bat,"" he added. ",sports
"I felt naked, SCG guard told me to 'go where you belong': Indian fan on racial abuse","Sydney-based Team India fan Krishna Kumar has claimed he was racially profiled and abused during Sydney Test. He added a security guard told him to ""go back where you belong"". He further said he was targeted after attempting to bring four anti-racism banners into the ground. ""I want justice. I want accountability. I was feeling stripped and naked,"" he added.",sports
Indian student among winners of NASA app development challenge: Report,"A high school student from Gurugram, Aryan Jain, is among the winners of NASA's Artemis Next Gen STEM-Moon to Mars App Development Challenge, PTI reported. Jain had teamed up with six high school students from the US. The competition was a coding challenge in which NASA presented technical problems to students and sought their contributions to deep space exploration missions.",science
"60 farmer deaths don't embarrass Centre, tractor rally does: Rahul","Congress leader Rahul Gandhi on Wednesday said the death of over 60 people amid the farmers' protest ""is not an embarrassment for the Centre but a tractor rally is"". This comes after the Centre submitted an affidavit in the Supreme Court which said that the march which seeks to disrupt Republic Day celebrations ""will cause an embarrassment to the nation"".",politics
Yellow mealworms become first insect approved in EU as human food,"Yellow mealworms have become the first insect approved by the European Food Safety Agency (EFSA) as a human food. ""Rich in protein, fat and fibre, they are likely to be the first of many insects to feature on European's plates in the coming years,"" an EFSA food scientist said. Mealworms are already used in Europe as a pet food ingredient.

 


",science
Detractors in Congress denied Sharad Pawar PM post twice: Praful Patel,"On two occasions NCP chief Sharad Pawar had opportunity to become PM but was denied the post by his detractors in Congress, said NCP's Praful Patel. ""After Rajiv Gandhi's unfortunate death...There was a demand to make Pawar party president...but some drawing room politicians conspired to block this,"" said Patel. ""They didn't want strong leadership for the party,"" he added.",politics
Centre should accept farmers' demands without delay: Gopal Rai,"Delhi Environment Minister Gopal Rai on Monday, while speaking about the new farm laws, said, ""Centre should not delay accepting the demands of the farmers and resolve the deadlock on priority basis."" ""Farmers have been shivering in the cold for the past 11 days...I have requested the...[Centre] that they...bring in a law for MSP (minimum support price),"" he added.",politics
TMC MLA Jitendra Tiwari quits party hours after Suvendu Adhikari,"Trinamool Congress MLA Jitendra Tiwari on Thursday quit the party and as chief of the Asansol Municipal Corporation. However, he said he won't resign from the MLA post. Tiwari had accused the West Bengal government of depriving Asansol of central funds under the Smart Cities Mission project. Earlier on Thursday, TMC leader Suvendu Adhikari quit as a party member.",politics
What is the Candida auris outbreak that was reported in a COVID-19 unit in US?,"Candida auris is an emerging fungus that is often multidrug-resistant and some strains are resistant to all three available classes of antifungals, according to US' Centers for Disease Control and Prevention (CDC). The CDC said it is difficult to identify with standard laboratory methods. A Candida auris outbreak was reported in a COVID-19 unit in Florida last year.",science
Shiv Sena leader survives after being shot at in Mumbai,"Shiv Sena's shakha pramukh from Mumbai's Bhiwandi, Deepak Mhatre, was shot at by bike-borne assailants on Saturday night. Mhatre, shot outside his residence, has survived the attack. The police said, ""There is suspicion that the attack may be linked to the upcoming gram panchayat elections in the area as Mhatre is one of the hopeful aspirants in the race.""",politics
David Warner ruled out of first Test against India,"Australia opener David Warner won't be playing the first Test against India, starting December 17, due to groin injury. ""Right now I feel I am short of being able to play at peak fitness and another 10 days will make a difference,"" Warner said. Other opener Will Pucovski is also doubtful for the first Test due to a concussion scare.",sports
Scientists reverse biological clock to restore vision in old mice,"Researchers at Harvard Medical School restored vision in old mice by reprogramming cells to a younger age in which they are better able to repair damaged tissues. By resetting the cells' ageing clock, vision loss in mice with a condition mimicking human glaucoma was also reversed. ""We hope to treat glaucoma in human patients in two years,"" a researcher said.",science
Bhaskaracharya found gravitational theory 500 yrs before Newton: Nepal PM,"Nepalese Prime Minister KP Sharma Oli told WION that Bhaskaracharya discovered the theory of gravitation about ""500 years"" before Issac Newton in 1150 AD. He added that Bhaskaracharya's book was published in 1210 AD. Oli said that even in his coursebook he was told that Newton found out the theory of gravitation. ",science
Bajaj Auto becomes world's most valuable two-wheeler company,"Pune-based Bajaj Auto has said that it has become the world's most valuable two-wheeler company as its market capitalisation crossed ₹1 lakh crore. Bajaj Auto achieved this milestone as it celebrates the 75th year of its operations. Bajaj Auto on Monday reported an 11% increase in total sales at 3,72,532 units in December 2020.",automobile
Warner becomes first-ever batsman to score 500+ runs in 6 different IPL seasons,"SRH captain David Warner has become the first-ever batsman to score 500-plus runs in six different IPL seasons. With his unbeaten knock of 85 runs off 58 deliveries against MI, Warner took his run tally this season to 529 runs. He had scored 692, 641, 848, 562 and 528 runs in 2019, 2017, 2016, 2015 and 2014 IPL seasons, respectively.",sports
Researchers discover new Indian Muraingrass species in Western Ghats,Researchers from Pune's ARI and the University of Goa claim to have discovered a species of Indian Muraingrass along the Western Ghats. They said the species has fought harsh conditions to survive in the ecologically-sensitive region. The species was identified after morphological studies of samples collected from laterite surfaces in the outskirts of Goa's Bhagwan Mahavir National Park. ,science
2011-2020 warmest decade on record: World Meteorological Org,"The decade from 2011 to 2020 is the warmest recorded decade ever, according to the World Meteorological Organization (WMO). ""This year is on track to be one of the three warmest on record and may even rival 2016 as the warmest on record. The six warmest years have all been since 2015,"" the WMO tweeted.",science
Tesla's success should justify its share price: Raghuram Rajan,Economist and former Reserve Bank of India (RBI) Governor Raghuram Rajan said Tesla's success and spread of vehicles must be viewed firmly and should justify its rising stock price. He added that Tesla is a case of a stock that's being priced at many multiples of the price of automakers such as Toyota or General Motors. ,automobile
Groundsmen were once awarded 'Man of the Match' in a Test match,"Groundsman Chris Scott and his staff were awarded Man of the Match for their efforts to make play happen during a rain-affected Test match between New Zealand and South Africa, which ended on December 12, 2000. They had ensured that 190.5 overs of play were possible despite the first, third and fourth days' play being abandoned without a ball bowled.",sports
2020 8th warmest year in India in 121 years: IMD,"The India Meteorological Department (IMD) has said that 2020 was the eighth warmest year India recorded in the last 121 years. Last year, the annual mean land surface air temperature average was 0.29°C above normal, for the period average considered between 1981 and 2010. However, it was much lower than 2016 (+0.71°C), which remains the warmest year recorded since 1901.",science
"Asteroid estimated to be worth $10,000 quadrillion observed through Hubble Telescope","A metallic asteroid worth approximately $10,000 quadrillion is orbiting between Mars and Jupiter, as per a new report from Planetary Science Journal. According to the Hubble Telescope data, Asteroid 16 Psyche has a diameter of about 140 miles and it is believed to be mostly made of iron and nickel. In 2022, NASA will send an unmanned spacecraft to Psyche.",science
India need 324 runs on last day to win Brisbane Test and win series 2-1,"India ended the rain-curtailed fourth day of the Brisbane Test against Australia at 4/0 in the second innings on Monday, needing another 324 runs to win the series 2-1. Australia were bowled out for 294 in their second innings, with India fast bowler Mohammed Siraj taking his maiden five-wicket haul in Test cricket. Shardul Thakur picked up four wickets.",sports
Pollard will always be my inspiration: Hardik after last-over win vs Aus,"After guiding India to a last-over win against Australia in the 2nd T20I, all-rounder Hardik Pandya said he always draws his inspiration from his Mumbai Indians teammate Kieron Pollard. Hardik said, ""Pollard has done it many times for his country and franchise."" Hardik scored an unbeaten 22-ball 42, including two last-over sixes to help India take an unassailable 2-0 lead.",sports
Remdesivir's use makes sense in some COVID-19 cases: Germany,"Germany's Health Minister Jens Spahn, while discussing Germany's decision to purchase additional supplies of remdesivir for treating COVID-19, said its use ""makes sense in some situations"". He added that since its need had risen ""enormously"", Germany procured additional supplies of remdesivir. Germany has requested for around 5% of remdesivir's supply under a six-month EU supply deal with Gilead.",science
Tesla Full Self-Driving's safety to be above avg driver's in 2021: Musk,"Tesla CEO Elon Musk tweeted he is confident Tesla's ""Full Self-Driving will work at a safety level well above that of the average driver this year"". He said this in response to a post talking about Musk being confident that Tesla will be able to achieve level five autonomy next year. Tesla recently released an update featuring in-car video games.",automobile
Jaguar Land Rover sales drop 24% in pandemic-hit 2020 ,"Tata Motors-owned Jaguar Land Rover sales dropped nearly 24% in the calendar year 2020 owing to the ongoing pandemic. However, the company said that it saw a 13.1% quarter-on-quarter increase in sales during the October-December period. JLR's sales in China grew 19.1% year-on-year while it slipped by 16.3% in Europe and 17.2% in North America in the quarter.",automobile
"Maradona had almost nothing left in his bank account, he died poor: Friend","Argentine football legend Diego Maradona had almost nothing left in his bank account and he died poor, friend Luis Ventura said. ""Maradona's wealth was squandered because of his pierced hands and largely stolen in order to trick him...All they had to do was ask and he gave,"" he added. ""He never had over €100 in his pocket,"" Maradona's lawyer said.",sports
Reminded of Jallianwala tragedy: Chadha as farmers tear-gassed in Rewari,"AAP MLA and national spokesperson Raghav Chadha on Monday compared Haryana CM ML Khattar to British General Reginald Dyer. This came after Haryana Police fired tear gas canisters on a group of marching protesters in Rewari on Sunday. ""I was reminded of April 1919, when General Dyer ordered opening fire on innocent people who congregated at Jallianwala Bagh,"" said Chadha.",politics
"Auto industry lost ₹2,300cr a day in lockdown: Parliamentary panel","The automotive industry suffered ₹2,300 crore loss per day during the COVID-19 lockdown, according to a parliamentary panel report submitted to Rajya Sabha Chairman M Venkaiah Naidu. The sector witnessed an estimated job loss of about 3.45 lakh, the report said. All major original equipment manufacturers (OEM) cut down their production by 18-20% due to low demand, it added.",automobile
"Will be interesting to see how Siraj, Saini handle pressure against Aus: McGrath","Ex-Australia pacer Glenn McGrath said it will be interesting to watch how young Indian pacers Mohammed Siraj and Navdeep Saini ""stand up if Australian batsmen can apply pressure"". ""When things are going well, everything is fine. It's when the pressure comes that you miss that experience,"" said McGrath. Saini made his debut in the third Test at the SCG.",sports
Unfair to ask Pujara to not play his natural game: Tom Moody,"Former Australia all-rounder Tom Moody said Cheteshwar Pujara can't be pulled up for his slow batting approach on Day 3 of the SCG Test. ""I don't think Pujara at all is the culprit in this case...It would be unfair for the team to be asking him to be playing something which is totally out of his natural style,"" Moody said.",sports
Passenger vehicle retail sales grow by 24% in December: FADA,"Passenger vehicle (PV) retail sales in December rose by 24% year-on-year to 2,71,249 units, the Federation of Automobile Dealers Associations (FADA) said. Automobile registrations across the country grew by 11% in December from the year-ago period, showing positive growth for the first time in 2020-21, FADA added. Commercial vehicle sales fell 13.5% year-on-year to 51,454 units in December 2020.",automobile
"BJP workers attack one another, blame TMC: Mamata on attack on Nadda","West Bengal CM Mamata Banerjee has alleged that BJP workers are attacking fellow activists and ""blaming it on the Trinamool Congress"". ""At times Home Minister is here, other times Chadda, Nadda, Fadda, Bhadda is here...they create a drama and claim they got thrashed,"" she added. Her comments came after BJP President JP Nadda's convoy was attacked in West Bengal.",politics
"Kolkata Press Club demands apology from TMC MP, she says 'don't waste time'","The Kolkata Press Club has stated that it is ""extremely concerned"" and demanded an apology from TMC MP Mahua Moitra after she reportedly called journalists ""two paisa press"" in an internal TMC meeting. Following this, Moitra asked the press club ""not to waste their time"" and added that the press ""should maybe look at their abysmally falling standards of members"".",politics
CO2 levels to be 50% higher than pre-industrial era in 2021: Report,"Human activity will push concentrations of carbon dioxide in the atmosphere to levels 50% higher than before the Industrial Revolution, in 2021, the UK's Met Office reported. CO2 concentration is expected to exceed 417 ppm for several weeks from April to June for the first time. However, CO2 accumulation is expected to be slightly slower than usual in 2021.",science
"TDP leader murdered in Andhra Pradesh, 2nd such killing in a week","Telugu Desam Party (TDP) leader Puramsetti Ankulu was allegedly murdered in Andhra Pradesh's Guntur district on Sunday night. His body was found at an under-construction apartment complex. A TDP leader alleged that it was a ""cold-blooded murder"" by Yuvajana Sramika Rythu Congress (YSRC) party. Another TDP leader Nandam Subbaiah was killed in Proddatur last week.",politics
" Azad trolls Ganguly with ad of him promoting 'heart healthy' refined oil, criticised","Congress leader and former cricketer Kirti Azad took to Twitter to take a dig at Sourav Ganguly while wishing him a speedy recovery from heart surgery. Azad shared an old ad of Ganguly promoting 'heart healthy' refined oil. Criticising Azad, a user wrote, ""Distasteful...You really are a disgrace."" ""Not good to write such a sentence,"" wrote another.",sports
New farm laws are an assault on middle class: Rahul Gandhi,"Congress leader Rahul Gandhi on Tuesday said that agriculture was the last sector that was protected from monopoly but ""is now being overrun"". He added that Prime Minister Narendra Modi aims to give ""the agricultural system to three or four of his friends"" and that the farm laws were not an assault on the farmers but on the middle class. ",politics
BJP MP Pragya Thakur appears in court in Malegaon blast case,"BJP MP Pragya Thakur, one of the seven accused in the 2008 Malegaon blast case, on Monday appeared before the special court of the National Investigation Agency (NIA) in Mumbai. The court, however, adjourned the hearing for Tuesday and asked her to be present in court whenever required after she sought exemption from daily appearance on health and security grounds.",politics
Umesh Kushwaha elected as president of JD(U)'s Bihar unit,"Former legislator Umesh Kushwaha was on Sunday elected as the president of Bihar unit of Janata Dal (United). ""I will try to successfully fulfil my duty which I have received as the state president. We will follow the basic mantra of our party...[that is] development of all with justice,"" Kushwaha said. He succeeded Rajya Sabha MP Bashistha Narain Singh.",politics
"Tata Motors' 'tere mere pyaar...' tweet sparks Tesla tie-up rumours, firm denies","After a tweet by Tata Motors Electric Mobility, a division of Tata Motors, on Friday sparked rumours of a tie-up with Tesla, the Indian automaker said it ""categorically denies all rumours suggesting the same"". ""We have not taken any decision regarding a strategic partner for our PV business,"" it added. Shares of Tata Motors jumped nearly 7% after the tweet.",automobile
Scientists measure the shortest interval of time ever recorded,"Atomic physicists at Goethe University Frankfurt, the Fritz Haber Institute of the Max Planck Society in Berlin and DESY have measured that it takes 247 'zeptoseconds' for a photon to travel across a hydrogen molecule. It's the shortest time span that has been successfully measured to date. A zeptosecond is a trillionth of a billionth of a second.",science
Perfect role model but Virat's captaincy still work-in-progress: Laxman,"Ex-India cricketer VVS Laxman said captain Virat Kohli leads by example but there is scope for improvement as far as his captaincy is concerned. ""He's a perfect role model of how a captain should be. There's still work-in-progress as far as captaincy is concerned,"" Laxman said. He added that he feels Virat does become little defensive, especially with field changes.",sports
Our worst performance in IPL 2020: Rohit after MI's 10-wicket loss,"Captain Rohit Sharma called MI's 10-wicket loss to SRH on Tuesday as the side's worst performance this season. ""Not the day we want to remember...We wanted to try a few things, it didn't go our way,"" Rohit said. ""We didn't play good cricket today (Tuesday),"" he added. With the win, SRH eliminated KKR and qualified for the playoffs.",sports
Should be banned for life: Hussey on racial abuse row at SCG,"Ex-Australia cricketer Michael Hussey feels the spectators guilty of racially abusing Indian cricketers Jasprit Bumrah and Mohammed Siraj at the SCG ""should be banned for life"" from stadiums. ""It's terrible behaviour, I can't believe it's still happening in this day and age...The Indians have come here to our shores to entertain us...To treat players like that is unacceptable,"" said Hussey.",sports
Firework that lasted for 150 yrs: NASA on pic of super-massive star Eta Carinae,"The official Instagram page of NASA has shared the picture of Eta Carinae, a doomed super-massive star 7,500 light-years away that went through a ""Great Eruption"" in the 1840s that made it the second-brightest visible star in the sky for over a decade. ""Have you ever seen a slow-motion firework show that lasted...over 150 YEARS?"" wrote NASA. ",science
"Rahul tweets seeking votes on polling day in Bihar, BJP complains to EC","The BJP has filed a complaint to Election Commission against Congress leader Rahul Gandhi over his tweet in which he asked for votes even as polling began for the Bihar Assembly Elections. ""This time for justice, employment, farmers-workers, your vote should be only for 'Mahagathbandhan',"" Gandhi tweeted. BJP sought legal action against him for violation of Model Code of Conduct. ",politics
"Ashwin is a world-class performer, hope to play him better in next game: Smith","Australia's Steve Smith called Ravichandran Ashwin a ""world-class performer"" and said he hopes he would ""play him little better"" in the upcoming Tests. ""He is a good bowler...I know he got the better of me the other day, hopefully, I'll learn something and move forward,"" said Smith. Ashwin dismissed Smith in his first over in the first Test in Adelaide.",sports
"Shane Warne calls Cheteshwar Pujara 'Steve', criticised for 'casual racism'","Ex-Australia leg-spinner Shane Warne has been criticised for calling India batsman Cheteshwar Pujara as 'Steve' during the first day of the first Australia-India Test in Adelaide. ""Referring to Pujara as ‘Steve’ is: a) unprofessional, b) disrespectful, c) racist...Learn to say his name,"" a fan wrote. ""Sick, Casual racism,"" tweeted Jamie Alter.",sports
"JD(U), Congress workers clash in Bihar, 6 people injured","Janata Dal (United) and Congress workers clashed at Narayanpur village amid the ongoing Assembly elections in Bihar's Gopalganj district late at night on Saturday. Six people sustained injuries, including one person whose condition is stated to be critical following the clashes. The district administration deployed additional security forces in the area to maintain law and order situation.",politics
Shardul's all-round performance has kept Test series alive: Sachin,"After pacer Shardul Thakur scored 67 off 115 balls during India's first innings in the ongoing Brisbane Test, he picked four wickets during Australia's second innings to help India bowl out the hosts for 294 runs. Reacting to this, Sachin Tendulkar praised the 29-year-old, saying that his all-round performance has kept the match interesting and the Test series alive. ",sports
China to open world's largest radio telescope to int'l scientists,China will open the world's largest radio telescope for use by foreign astronomers. The Five-hundred-meter Aperture Spherical radio Telescope (FAST) has a diameter of half a kilometre and a receiving area equivalent to about 30 football fields. China has said it will accept requests in 2021 from foreign scientists wishing to carry out measurements.,science
Novel skin disease in dolphins linked to climate change: Study,"Scientists at The Marine Mammal Center identified a novel skin disease in dolphins that is linked to climate change. Due to decreased water salinity brought upon by climate change, the dolphins develop patchy and raised skin lesions across their bodies. The deadly skin disease was first noted on approximately 40 bottlenose dolphins near New Orleans after Hurricane Katrina in 2005.",science
Rare number plate 'O 10' from 1902 sells for ₹1.26 crore at auction in UK,"A rare number plate from 1902 was sold for £128,800 pounds (approximately ₹1.26 crore) at an auction in the UK. The number plate, first time on the market since 1902, was the only 10th number plate to be issued in Birmingham. The number plate was earlier used for cars including Austin A35s, Vauxhall Cavaliers, Cortinas, Peugeots and Jaguars. ",automobile
Bhaskaracharya found gravitational theory 500 yrs before Newton: Nepal PM,"Nepalese Prime Minister KP Sharma Oli told WION that Bhaskaracharya discovered the theory of gravitation about ""500 years"" before Issac Newton in 1150 AD. He added that Bhaskaracharya's book was published in 1210 AD. Oli said that even in his coursebook he was told that Newton found out the theory of gravitation. ",science
"CPI, CPI(M) leaders protest in Hyderabad against farm laws","CPI and CPI(M) leaders, among other Left party leaders in Telangana, on Monday protested in Hyderabad against the government's three new farm laws. They held placards demanding abrogation of the three ""pro-corporate"" farm laws and boycott of certain big corporates. Senior Congress leader V Hanumantha Rao observed a fast from 10 am to 4 pm at his residence in Hyderabad.",politics
2020 8th warmest year in India in 121 years: IMD,"The India Meteorological Department (IMD) has said that 2020 was the eighth warmest year India recorded in the last 121 years. Last year, the annual mean land surface air temperature average was 0.29°C above normal, for the period average considered between 1981 and 2010. However, it was much lower than 2016 (+0.71°C), which remains the warmest year recorded since 1901.",science
"Maharashtra invites Tesla, holds video call with its executives","Maharashtra has invited US electric-car maker Tesla, weeks after its Chief Executive Officer Elon Musk suggested entering India next year. In a tweet on Thursday, state Tourism and Environment Minister Aaditya Thackeray said he and Industries Minister Subhash Desai held a video call with Tesla executives earlier in the day to invite them to the state.
",automobile
2 IAF doctors to soon leave for Russia to train for Gaganyaan: Report,"Two Indian Air Force doctors who have specialised in aerospace medicine will soon fly to Russia to get hands-on experience in space medicine for the Gaganyaan mission, PTI reported. The flight surgeons will also get to train with the prospective astronauts. Four test pilots from IAF, chosen for the mission, have been undergoing training in Russia since last year.",science
1966 World Cup winner and Man Utd legend Bobby Charlton diagnosed with dementia,"Ex-Manchester United midfielder Bobby Charlton, who lifted the 1966 World Cup with England, has been diagnosed with dementia. This comes days after the death of his former teammate Nobby Stiles. Charlton scored 249 goals for United and 49 goals for England. The 83-year-old has become the fifth player from the 1966 World Cup-winning team to have been diagnosed with dementia.",sports
Those in touch with opposition parties free to quit TMC: Mamata,"During an online meeting with top TMC leaders on Friday, West Bengal Chief Minister Mamata Banerjee issued a warning against ""anti-party activities"" and stated that TMC leaders in touch with opposition parties were free to quit her party. She added, ""Those who are quitting, they may pray for my death but they cannot wish more than that.""",politics
"Megalodon babies, who ate siblings in womb, were larger than adult man: Study","Enormous megatooth sharks, or megalodons, that lived over three million years ago, gave birth to babies larger than most adult humans, a study led by a DePaul University paleobiologist said. Data suggested an embryonic Megalodon grew by feeding on unhatched eggs in the womb. The typical lifespan of the species was at least 88 years.",science
Videos of Geminids meteor shower surface online,"Videos of the Geminids meteor shower, recognised as the best annual meteor shower a stargazer can see, have surfaced online. According to NASA, the Geminids travel 78,000 mph (35 km/s). The parent of the Geminids is 3200 Phaethon, which is arguably considered to be either an asteroid or an extinct comet, NASA said.",science
Delhi startup builds tech to do COVID-19 serosurvey of 1 cr samples per week,Delhi-based IT startup Thalamus Irwine claims to have developed an artificial intelligence and IoT-based solution that can complete a COVID-19 serosurvey of 1 crore samples in one week. It has also partnered with state-run ITI to host its data. Serosurveys can help track the geographic spread of the virus by analysing antibodies in blood samples.,science
Workers of Toyota unit near B'luru to continue strike over workload,"Factory workers at Toyota Kirloskar Private Limited's Bidadi unit, located near Bengaluru, announced that they will continue their ongoing strike over increased workload, among other concerns. They said that they don't get time to drink water or use the washroom. The unit has been in a lockout since November 10, after 41 workers were suspended for allegedly questioning the management.",automobile
Kashyap retires mid-game to make first-round exit from Thailand Open,"Indian shuttler Parupalli Kashyap on Wednesday exited from the Thailand Open 2020 after he retired during the third game of his first-round match against Canada's Jason Anthony Ho-Shue. Kashyap was trailing in the third game 8-14 when he decided to retire as he pulled a calf muscle. After losing the first game 9-21, he had won the second game 21-13.",sports
"UK PM Johnson announces ban on sale of petrol, diesel cars by 2030","UK PM Boris Johnson on Tuesday announced a ban on the sale of petrol and diesel cars in the country by 2030. The move is combined with $1.72 billion for new car charging infrastructure and $771 million in grants for buying electric cars. The ban is part of Johnson's  ""green industrial revolution"" to tackle climate change and generate more jobs.  ",automobile
Rahane took blows on his body while preparing for Aus tour: Pravin Amre,"Ex-India cricketer Pravin Amre said India's stand-in-captain Ajinkya Rahane took blows on his body during practice sessions before the Australia tour. ""He was aware that there will be sessions in Australia where he has to take blows on his body to survive that session,"" Amre said. He added that Rahane also worked on reducing his reaction time before reaching Australia.",sports
Japan finds pieces of asteroid inside space capsule that returned to Earth,"The Japan Aerospace Exploration Agency has found pieces of an asteroid inside a space capsule delivered by the Hayabusa2 space probe. The capsule was recovered in Australia on December 6, following its journey through space. The Japanese probe collected surface dust last year from the asteroid Ryugu, around 300 million kilometres away, during two phases of its six-year mission.

",science
I’m getting out as soon as my blood is getting hot: Andre Russell ,"KKR all-rounder Andre Russell, who returned from an injury against RR on Sunday, attributed his poor run with the bat this season to his inability to convert starts. ""As soon as I start to sweat and my blood's getting hot, I'm ready to go, you know, I get out,"" Russell said. Against RR, Russell smashed three sixes for 11-ball 25.",sports
"Hardik Pandya pens note for his late father, shares pics","Cricketer Hardik Pandya took to Instagram to pen a note for his father Himanshu Pandya, who passed away due to a heart attack on Saturday. ""Your sons are standing where they are right now only because of you, your hard work, your self-belief and [that] you were always happy,"" he wrote. ""Rest in peace my king,"" he added.",sports
US family welcomes baby born from embryo frozen for 27 years,"A US family revealed they welcomed a baby girl in late October this year from an embryo that was frozen in October 1992 and remained frozen until February this year. In February, Tina and Ben Gibson of Tennessee adopted the embryo. The National Embryo Donation Center claims it set the record for the longest-frozen embryo to ever come to birth.",science
"Flies turn into 'zombies' when infected by new fungi species, scientists discover","Scientists in Denmark have discovered two new fungi species that 'zombify' flies and eject spores out of a large hole in the insect's abdomen ""like small rockets"". The fungi bore holes in the host but keep it alive with an amphetamine-like substance. The flies then buzz around for days, sprinkling more spores on other victims.",science
"Rahane needs to take initiative on Day 3, Pujara has limitations: Gavaskar","After India ended the second day of the Sydney Test trailing Australia by 242 runs with Ajinkya Rahane and Cheteshwar Pujara at the crease, ex-India captain Sunil Gavaskar said Rahane will have to take initiative to score runs on the third day. ""Everyone knows the limitations of Pujara...he doesn't take the initiative that is required to be taken,"" said Gavaskar.",sports
Tesla would consider buying a legacy automaker on friendly terms: Musk,"Tesla would consider leveraging the company's $554 billion market capitalisation to buy a legacy automaker, CEO Elon Musk said in an interview with Axel Springer. ""We're definitely not going to launch a hostile takeover,"" Musk said. ""If somebody said, 'Hey, we think it would be a good idea to merge with Tesla,' we certainly could have that conversation,"" he added.",automobile
BJP leaders sitting on strike broke CCTV cameras at Delhi CM's house: CMO,"BJP leaders sitting on strike in front of Delhi CM Arvind Kejriwal's residence broke CCTV cameras installed at his house, CMO said on Sunday. This comes as Mayors of Municipal Corporation of Delhi (MCD) and leaders continue their demonstration outside the CM's residence, demanding MCD's due of ₹13,000 crore from the Delhi government.",politics
1966 World Cup winner and Man Utd legend Bobby Charlton diagnosed with dementia,"Ex-Manchester United midfielder Bobby Charlton, who lifted the 1966 World Cup with England, has been diagnosed with dementia. This comes days after the death of his former teammate Nobby Stiles. Charlton scored 249 goals for United and 49 goals for England. The 83-year-old has become the fifth player from the 1966 World Cup-winning team to have been diagnosed with dementia.",sports
"Referees, PSG, Basaksehir players take knee as Champions League game resumes","Players from Paris Saint-Germain and Istanbul Basaksehir took a knee together with the match officials before their Champions League game resumed on Wednesday. The match was called off on Tuesday after players from both sides left the field, alleging that the fourth official racially abused Basaksehir assistant coach. Earlier, players warmed up wearing T-shirts with 'No To Racism' message.",sports
F***ing consistency: Tim Paine heard saying on stump mic over umpire's decision,"Australia captain Tim Paine was heard saying 'F***ing consistency, Blocker' to on-field umpire Paul Wilson after a failed review against India's Cheteshwar Pujara. Third-umpire Bruce Oxenford asked Wilson to stay with his decision after evidence from replays couldn't conclude whether Pujara's bat had touched the ball. ""I'm not the third umpire,"" Wilson was heard telling Paine.",sports
"Tesla enters India, registers itself as a company in Bengaluru","Tesla has marked its entry in India and registered itself as a company in Bengaluru. According to a Registrar of Companies filing, the new entity 'Tesla India Motors and Energy Private Limited' is classified as a subsidiary of a foreign company. Tesla has named Vaibhav Taneja, Venkatrangam Sreeram and David Jon Feinstein as the three directors at the new entity.",automobile
I appeal to Centre to accept all demands of farmers: Delhi CM,"Delhi CM Arvind Kejriwal on Monday said, ""I appeal to the Centre to accept all...demands of the farmers and repeal the three black farm laws."" ""Salute to the resolve of the farmers staying firm on the roads despite rains and cold,"" he added. The seventh round of talks between the Centre and farmers' representatives took place on Monday.",politics
Sourav Ganguly wants to stay back for another day: Hospital,"BCCI President Sourav Ganguly, who is fit now and was scheduled to be discharged today from the hospital, will now be discharged on Thursday since he wants to stay back one more day, the hospital said. The former India captain underwent an angioplasty on January 2 after he was admitted to the hospital due to discomfort in his chest.",sports
Concussion scare for Pucovski after Tyagi hits helmet during warm-up match,"Will Pucovski suffered concussion during the last day of the warm-up match between Australia A and India A on Tuesday. Pucovski immediately fell to his knees after he was hit on the helmet by a delivery from Kartik Tyagi. He stayed down for over a minute before he was attended by medical team doctor and was taken off the field.
",sports
England once played Test matches in 2 continents on same day,"England are the only country to appear in two Test matches in two countries of two different continents on the same day. England beat New Zealand in Christchurch on January 13, 1930, the same day another England team was playing a Test against West Indies in Barbados. England had sent different teams to Caribbean and New Zealand to promote cricket.",sports
